Commit_ID,Contributor,Date,Message,Files,Branch,Repository
8716e99289504023db64b0b81e9f04526f6b57f9,Charitha Madusanka,2017-03-21,Initial commit,['LICENSE'],{'develop'},DroneSym
3cb72bf6da76a995286d00c912a7c25a79f981c5,Hasanga Somaratne,2017-05-02,Initial skeleton of Flask API to handle Dronekit SITLs,['main.py'],{'develop'},DroneSym
c44b3f16d641fb868109c00ea10701d29ac3d47c,Hasanga Somaratne,2017-05-08,Integrate firebase,"['config.ini,db.py']",{'develop'},DroneSym
2cb20561d7ee4e06b783c5afbf169eb50f78436a,Hasanga Somaratne,2017-05-10,Load drones from the db at startup,"['dronepool.py,main.py']",{'develop'},DroneSym
a45758b2ff39dafb25f3817b50bdb2e4ba4945ce,Hasanga Somaratne,2017-05-11,Initiate new SITL from the last location,['dronepool.py'],{'develop'},DroneSym
e837b48ca5ca13a04f54daaec69e6543c038718a,Hasanga Somaratne,2017-05-11,Start drone at the specified home location,"['dronepool.py,main.py']",{'develop'},DroneSym
5e09553d8d8d59fd5594ab865bef980e72e3ca58,Hasanga Somaratne,2017-05-12,Implement uploading waypoints to vehicle,"['dronepool.py,main.py,mavparser.py']",{'develop'},DroneSym
588519cb20e935fcefc06eef5d6d377b03f7911f,Hasanga Somaratne,2017-05-22,Implement the basic Node API,"['droneCtrl.js,droneRouter.js,db.js,index.js,package.json']",{'develop'},DroneSym
42df38b89a9d30008c7c0bf02c8c8692e1a7b55c,Hasanga Somaratne,2017-05-22,Remove Flask interface for Firebase,['db.py'],{'develop'},DroneSym
db15972cb8efc93e4725967415ca3327473d88bf,Hasanga Somaratne,2017-05-22,Implement python interface for Node API,['node.py'],{'develop'},DroneSym
8478ddf381701894f5aa64cac89335a95044f028,Hasanga Somaratne,2017-05-22,Remove unnecessary routes,['main.py'],{'develop'},DroneSym
a565642e642c4cd1919ef88f66c78543d0fd1ca5,Hasanga Somaratne,2017-05-22,Use Node API integration for Firebase,['dronepool.py'],{'develop'},DroneSym
36261bf51099ac4c52916dc940ee76947074a104,Hasanga Somaratne,2017-05-22,Add timestamp to updates,['droneCtrl.js'],{'develop'},DroneSym
df372b215722f696fd6440ca28925e8b93e3824d,Hasanga Somaratne,2017-05-26,Implement basic landing functionality,"['droneCtrl.js,droneRouter.js,db.js,dronepool.py,main.py,mavparser.py']",{'develop'},DroneSym
6336ca9b80b0445d9844bfbb665d4fd3fcc2d7ba,Hasanga Somaratne,2017-06-06,Add README and python requirements,['requirements.txt'],{'develop'},DroneSym
0848f85cd95f54b4d2e46951ade5224b7d27516e,Hasanga Somaratne,2017-06-06,Bugfix on landing routine,"['dronepool.py,mavparser.py']",{'develop'},DroneSym
f8463b6aa4ef47f58f8a7e062a086ac70ba370a8,Hasanga Somaratne,2017-06-16,Add bower,['bower.json'],{'develop'},DroneSym
312f12348ef8e76a0fc9cf1994d35e5a604c5cb6,Hasanga Somaratne,2017-06-17,Integrate google maps,"['package.json,app.component.css,app.component.html,app.component.ts,app.module.ts,styles.css']",{'develop'},DroneSym
acd7354548087fb2d3f78ae68e44745d29507fa1,Hasanga Somaratne,2017-06-17,Integrate firebase,['package.json'],{'develop'},DroneSym
