Commit_ID,Contributor,Date,Message,Files,Branch
57a2e676dd3ad8ce089e5d6b55cd5d7e979d97be,Sean D'Epagnier,2019-06-11,improve keypresses,"['hat.py,lcd.py']",{'master'}
be300c5e05b6fb1d7efdbfd21b1a67267144bd59,Sean D'Epagnier,2019-06-11,improve debugging message,['calibration_fit.py'],{'master'}
0ab2e5491fb4eb72599335aed5a9cf04399ccb42,Sean D'Epagnier,2019-06-11,fix lcd hat config,"['hat.py,lcd.py']",{'master'}
6cf2fcf947388e0f502eda5d3410ffab5cf1aef9,Sean D'Epagnier,2019-06-11,fix failure message refresh,['lcd.py'],{'master'}
4d8940bf3f9ce2ce028a4736e4c50f011b11a2d7,Sean D'Epagnier,1970-01-01,update version,"['generate_version.py,pypilot_version.h']",{'master'}
4eddd7d01720f4d6b1461e76cef5b89f87aa7484,Sean D'Epagnier,2019-06-11,improve keypresses,"['hat.py,lcd.py']",{'master'}
c9f4c5928d7f5927369b49e9cea867bddd0ecf1a,Sean D'Epagnier,2019-06-11,improve debugging message,['calibration_fit.py'],{'master'}
fd5c31c1d2e384693079a99950f26f4a36c3c9bc,Sean D'Epagnier,2019-06-11,fix lcd hat config,"['hat.py,lcd.py']",{'master'}
c090e83a4195b42dadf80995c2a6cf8acf36d2ca,Sean D'Epagnier,2019-06-11,fix failure message refresh,['lcd.py'],{'master'}
e43613f242fddea0423847c0f373e132c10dbf9e,Sean D'Epagnier,1970-01-01,update version,"['generate_version.py,pypilot_version.h']",{'master'}
fd65c7dc7f34230902d85287ad026fa0ff1ae4da,Sean D'Epagnier,1970-01-01,correct numeric choices,['values.py'],{'master'}
77a9e9bbd175eef05281bae019dcfc49f84b71d1,Sean D'Epagnier,1980-01-05,consolidate gains and add wind gust gain,"['autopilot.py,basic.py,simple.py,wind.py']",{'master'}
b101ad4a43789a2c7bc906e1d26825404131fa97,Sean D'Epagnier,1980-01-05,correct true wind calculation,['autopilot.py'],{'master'}
071f9ffe1e4ef010876ad3865acbff8daf989479,Sean D'Epagnier,1980-01-05,correct true wind calculation,['autopilot.py'],{'master'}
c6b7cb7bf4b95d3f5d5187e790f170795f53127a,Sean D'Epagnier,2019-09-15,fix calibration script,['autopilot_calibration.py'],{'master'}
c464529d18d575c29f15c011fca6e2c9657d7857,Sean D'Epagnier,2019-09-24,improve buffer,['bufferedsocket.py'],{'master'}
3d72afc9c6be47d943229138f45edd4e64f33829,Sean D'Epagnier,2019-09-15,fix calibration script,['autopilot_calibration.py'],{'master'}
88d30578eaa3b051fc556c3bba7acf47788bba42,Sean D'Epagnier,2019-09-24,improve buffer,['bufferedsocket.py'],{'master'}
68e289c450582f41287862a78dc621ff58612486,Sean D'Epagnier,1980-01-10,improve wind sensors,['weathersensors.ino'],{'master'}
469011e748c30972d7bac00a7e46c2d5781659c4,Sean D'Epagnier,1980-01-10,improve wind sensors,['weathersensors.ino'],{'master'}
675c7004b46af4a1a9aa9ddb4d07cd48c7d47eb2,Sean D'Epagnier,2018-06-11,support configuring wifi from webapp,"['pypilot_control.js,index.html,webapp.py']",{'master'}
2baae0c9a5e88110e581fc32a4700a4696566cfb,Sean D'Epagnier,2018-06-11,multiple pilot support,"['client.py,autopilot.py,learning.py,setup.py']",{'master'}
933a34a6470eed9c0976bef6d92b05c2e27d537b,Sean D'Epagnier,2018-10-16,default contrast 60,"['motor.ino,ugfx.cpp,autopilot.py']",{'master'}
bb586b77530b0b1a14afdaf3afb0cb3d907b5b3d,Sean D'Epagnier,2018-10-26,correct display with no imu,['client.py'],{'master'}
503b0412b160b5423c956fbe597e34c9ddfc187a,Sean D'Epagnier,2018-10-26,"remove dead code, add comment",['pipeserver.py'],{'master'}
fb5d1ec93aee5297ee3ac2d1e9c3407f4907444c,Sean D'Epagnier,2018-10-26,add tacking support,['tacking.py'],{'master'}
2d2de434ad32695fdbad638473d1bba8f2f9cb49,Sean D'Epagnier,2018-10-26,ensure current heading is set when ap is enabled,['autopilot.py'],{'master'}
1d7a667d56855f51af529d5d29adfa7029a2b0be,Sean D'Epagnier,2018-10-26,reduce D2 gain range,['basic_autopilot.py'],{'master'}
b865682d21089309c8853c3133bdac6669e79623,Sean D'Epagnier,2018-10-31,improve control to work with servo only,"['README,Makefile,autopilot_control.py']",{'master'}
53f322162536e3ee948c054ee2e4bef89b2f731f,Sean D'Epagnier,2018-11-01,support  vnh2sp30,"['crc.h,motor.ino']",{'master'}
d6aa72e035727a085365dd96c4c0aa38f620c388,Sean D'Epagnier,2018-11-01,fix startup jerk,['motor.ino'],{'master'}
30a502f9afb06450f2e0ee4bf1290563e51dfae9,Sean D'Epagnier,2018-11-04,greatly improve h-bridge support,['motor.ino'],{'master'}
af34f3b6aed85a7c1bd1c6c7dc8cc8e3b2faa353,Sean D'Epagnier,2018-11-04,fix blacklist,['serialprobe.py'],{'master'}
32251490b5a938429acbbe062f30d08077abfa0b,Sean D'Epagnier,2018-11-04,increase buffer size and fix message,"['arduino_servo.cpp,arduino_servo.h']",{'master'}
